user,date,cluster,cluster_name
141,2022-04-19 13:00:42,12,Halfhearted
141,2022-04-26 19:31:44,12,Halfhearted
141,2022-05-05 17:26:32,12,Halfhearted
142,2022-03-15 22:31:32,11,Regular
142,2022-03-20 12:12:27,15,Regular_halfheartedlike
142,2022-04-08 09:44:09,15,Regular_halfheartedlike
142,2022-04-11 18:18:27,15,Regular_halfheartedlike
142,2022-04-19 13:00:42,15,Regular_halfheartedlike
142,2022-04-26 19:31:44,15,Regular_halfheartedlike
142,2022-05-05 17:26:32,15,Regular_halfheartedlike
143,2022-03-15 22:31:32,12,Halfhearted
143,2022-03-20 12:12:27,12,Halfhearted
143,2022-04-08 09:44:09,13,Underachiever
143,2022-04-11 18:18:27,12,Halfhearted
143,2022-04-19 13:00:42,12,Halfhearted
143,2022-04-26 19:31:44,12,Halfhearted
143,2022-05-05 17:26:32,12,Halfhearted
144,2022-03-15 22:31:32,11,Regular
144,2022-03-20 12:12:27,15,Regular_halfheartedlike
144,2022-04-08 09:44:09,12,Halfhearted
144,2022-04-11 18:18:27,15,Regular_halfheartedlike
144,2022-04-19 13:00:42,12,Halfhearted
144,2022-04-26 19:31:44,12,Halfhearted
144,2022-05-05 17:26:32,12,Halfhearted
145,2022-03-15 22:31:32,11,Regular
145,2022-03-20 12:12:27,15,Regular_halfheartedlike
145,2022-04-08 09:44:09,15,Regular_halfheartedlike
145,2022-04-11 18:18:27,15,Regular_halfheartedlike
145,2022-04-19 13:00:42,15,Regular_halfheartedlike
145,2022-04-26 19:31:44,15,Regular_halfheartedlike
145,2022-05-05 17:26:32,12,Halfhearted
146,2022-03-15 22:31:32,10,Achiever
146,2022-03-20 12:12:27,15,Regular_halfheartedlike
146,2022-04-08 09:44:09,15,Regular_halfheartedlike
146,2022-04-11 18:18:27,15,Regular_halfheartedlike
146,2022-04-19 13:00:42,15,Regular_halfheartedlike
146,2022-04-26 19:31:44,15,Regular_halfheartedlike
146,2022-05-05 17:26:32,15,Regular_halfheartedlike
147,2022-03-15 22:31:32,10,Achiever
147,2022-03-20 12:12:27,10,Achiever
147,2022-04-08 09:44:09,10,Achiever
147,2022-04-11 18:18:27,10,Achiever
147,2022-04-19 13:00:42,10,Achiever
147,2022-04-26 19:31:44,10,Achiever
147,2022-05-05 17:26:32,10,Achiever
148,2022-03-15 22:31:32,11,Regular
148,2022-03-20 12:12:27,14,Regular_achieverlike
148,2022-04-08 09:44:09,10,Achiever
148,2022-04-11 18:18:27,10,Achiever
148,2022-04-19 13:00:42,10,Achiever
148,2022-04-26 19:31:44,10,Achiever
148,2022-05-05 17:26:32,10,Achiever
149,2022-03-15 22:31:32,10,Achiever
149,2022-03-20 12:12:27,10,Achiever
149,2022-04-08 09:44:09,10,Achiever
149,2022-04-11 18:18:27,10,Achiever
149,2022-04-19 13:00:42,10,Achiever
149,2022-04-26 19:31:44,10,Achiever
149,2022-05-05 17:26:32,10,Achiever
150,2022-03-15 22:31:32,11,Regular
150,2022-03-20 12:12:27,10,Achiever
150,2022-04-08 09:44:09,10,Achiever
150,2022-04-11 18:18:27,10,Achiever
150,2022-04-19 13:00:42,10,Achiever
150,2022-04-26 19:31:44,10,Achiever
150,2022-05-05 17:26:32,10,Achiever
151,2022-03-15 22:31:32,12,Halfhearted
151,2022-03-20 12:12:27,15,Regular_halfheartedlike
151,2022-04-08 09:44:09,12,Halfhearted
151,2022-04-11 18:18:27,12,Halfhearted
151,2022-04-19 13:00:42,12,Halfhearted
151,2022-04-26 19:31:44,12,Halfhearted
151,2022-05-05 17:26:32,12,Halfhearted
152,2022-03-15 22:31:32,11,Regular
152,2022-03-20 12:12:27,10,Achiever
152,2022-04-08 09:44:09,14,Regular_achieverlike
152,2022-04-11 18:18:27,10,Achiever
152,2022-04-19 13:00:42,10,Achiever
152,2022-04-26 19:31:44,10,Achiever
152,2022-05-05 17:26:32,14,Regular_achieverlike
153,2022-03-15 22:31:32,10,Achiever
153,2022-03-20 12:12:27,10,Achiever
153,2022-04-08 09:44:09,10,Achiever
153,2022-04-11 18:18:27,10,Achiever
153,2022-04-19 13:00:42,10,Achiever
153,2022-04-26 19:31:44,10,Achiever
153,2022-05-05 17:26:32,10,Achiever
154,2022-03-15 22:31:32,10,Achiever
154,2022-03-20 12:12:27,10,Achiever
154,2022-04-08 09:44:09,14,Regular_achieverlike
154,2022-04-11 18:18:27,14,Regular_achieverlike
154,2022-04-19 13:00:42,14,Regular_achieverlike
154,2022-04-26 19:31:44,10,Achiever
154,2022-05-05 17:26:32,14,Regular_achieverlike
155,2022-03-15 22:31:32,11,Regular
155,2022-03-20 12:12:27,14,Regular_achieverlike
155,2022-04-08 09:44:09,14,Regular_achieverlike
155,2022-04-11 18:18:27,14,Regular_achieverlike
155,2022-04-19 13:00:42,14,Regular_achieverlike
155,2022-04-26 19:31:44,14,Regular_achieverlike
155,2022-05-05 17:26:32,14,Regular_achieverlike
156,2022-03-15 22:31:32,12,Halfhearted
156,2022-03-20 12:12:27,14,Regular_achieverlike
156,2022-04-08 09:44:09,14,Regular_achieverlike
156,2022-04-11 18:18:27,14,Regular_achieverlike
156,2022-04-19 13:00:42,12,Halfhearted
156,2022-04-26 19:31:44,12,Halfhearted
156,2022-05-05 17:26:32,12,Halfhearted
157,2022-03-15 22:31:32,12,Halfhearted
157,2022-03-20 12:12:27,14,Regular_achieverlike
157,2022-04-08 09:44:09,14,Regular_achieverlike
157,2022-04-11 18:18:27,10,Achiever
157,2022-04-19 13:00:42,10,Achiever
157,2022-04-26 19:31:44,10,Achiever
157,2022-05-05 17:26:32,14,Regular_achieverlike
158,2022-03-15 22:31:32,10,Achiever
158,2022-03-20 12:12:27,10,Achiever
158,2022-04-08 09:44:09,10,Achiever
158,2022-04-11 18:18:27,10,Achiever
158,2022-04-19 13:00:42,10,Achiever
158,2022-04-26 19:31:44,10,Achiever
158,2022-05-05 17:26:32,10,Achiever
159,2022-03-15 22:31:32,12,Halfhearted
159,2022-03-20 12:12:27,15,Regular_halfheartedlike
159,2022-04-08 09:44:09,15,Regular_halfheartedlike
159,2022-04-11 18:18:27,15,Regular_halfheartedlike
159,2022-04-19 13:00:42,15,Regular_halfheartedlike
159,2022-04-26 19:31:44,15,Regular_halfheartedlike
159,2022-05-05 17:26:32,15,Regular_halfheartedlike
160,2022-03-15 22:31:32,10,Achiever
160,2022-03-20 12:12:27,15,Regular_halfheartedlike
160,2022-04-08 09:44:09,15,Regular_halfheartedlike
160,2022-04-11 18:18:27,15,Regular_halfheartedlike
160,2022-04-19 13:00:42,15,Regular_halfheartedlike
160,2022-04-26 19:31:44,15,Regular_halfheartedlike
160,2022-05-05 17:26:32,15,Regular_halfheartedlike
161,2022-03-15 22:31:32,12,Halfhearted
161,2022-03-20 12:12:27,12,Halfhearted
161,2022-04-08 09:44:09,12,Halfhearted
161,2022-04-11 18:18:27,12,Halfhearted
161,2022-04-19 13:00:42,12,Halfhearted
161,2022-04-26 19:31:44,12,Halfhearted
161,2022-05-05 17:26:32,12,Halfhearted
162,2022-03-15 22:31:32,11,Regular
162,2022-03-20 12:12:27,14,Regular_achieverlike
162,2022-04-08 09:44:09,14,Regular_achieverlike
162,2022-04-11 18:18:27,14,Regular_achieverlike
162,2022-04-19 13:00:42,14,Regular_achieverlike
162,2022-04-26 19:31:44,14,Regular_achieverlike
162,2022-05-05 17:26:32,14,Regular_achieverlike
163,2022-03-15 22:31:32,13,Underachiever
163,2022-03-20 12:12:27,13,Underachiever
164,2022-03-15 22:31:32,13,Underachiever
164,2022-03-20 12:12:27,13,Underachiever
164,2022-04-08 09:44:09,13,Underachiever
164,2022-04-11 18:18:27,13,Underachiever
164,2022-04-19 13:00:42,13,Underachiever
164,2022-04-26 19:31:44,13,Underachiever
164,2022-05-05 17:26:32,13,Underachiever
165,2022-03-15 22:31:32,11,Regular
165,2022-03-20 12:12:27,15,Regular_halfheartedlike
165,2022-04-08 09:44:09,10,Achiever
165,2022-04-11 18:18:27,14,Regular_achieverlike
165,2022-04-19 13:00:42,14,Regular_achieverlike
165,2022-04-26 19:31:44,14,Regular_achieverlike
165,2022-05-05 17:26:32,14,Regular_achieverlike
166,2022-03-15 22:31:32,13,Underachiever
166,2022-03-20 12:12:27,13,Underachiever
166,2022-04-08 09:44:09,13,Underachiever
166,2022-04-11 18:18:27,13,Underachiever
166,2022-04-19 13:00:42,13,Underachiever
166,2022-04-26 19:31:44,13,Underachiever
166,2022-05-05 17:26:32,13,Underachiever
167,2022-03-15 22:31:32,13,Underachiever
167,2022-03-20 12:12:27,13,Underachiever
168,2022-03-15 22:31:32,13,Underachiever
168,2022-03-20 12:12:27,12,Halfhearted
168,2022-04-08 09:44:09,12,Halfhearted
168,2022-04-11 18:18:27,12,Halfhearted
168,2022-04-19 13:00:42,13,Underachiever
168,2022-04-26 19:31:44,13,Underachiever
168,2022-05-05 17:26:32,12,Halfhearted
169,2022-03-15 22:31:32,10,Achiever
169,2022-03-20 12:12:27,14,Regular_achieverlike
169,2022-04-08 09:44:09,14,Regular_achieverlike
169,2022-04-11 18:18:27,14,Regular_achieverlike
169,2022-04-19 13:00:42,14,Regular_achieverlike
169,2022-04-26 19:31:44,14,Regular_achieverlike
169,2022-05-05 17:26:32,14,Regular_achieverlike
170,2022-03-15 22:31:32,13,Underachiever
170,2022-03-20 12:12:27,13,Underachiever
170,2022-04-08 09:44:09,13,Underachiever
170,2022-04-11 18:18:27,13,Underachiever
170,2022-04-19 13:00:42,13,Underachiever
170,2022-04-26 19:31:44,13,Underachiever
170,2022-05-05 17:26:32,13,Underachiever
171,2022-03-15 22:31:32,13,Underachiever
171,2022-03-20 12:12:27,13,Underachiever
171,2022-04-08 09:44:09,13,Underachiever
171,2022-04-11 18:18:27,13,Underachiever
171,2022-04-19 13:00:42,13,Underachiever
171,2022-04-26 19:31:44,13,Underachiever
171,2022-05-05 17:26:32,13,Underachiever
172,2022-03-15 22:31:32,11,Regular
172,2022-03-20 12:12:27,10,Achiever
172,2022-04-08 09:44:09,14,Regular_achieverlike
172,2022-04-11 18:18:27,14,Regular_achieverlike
172,2022-04-19 13:00:42,14,Regular_achieverlike
172,2022-04-26 19:31:44,14,Regular_achieverlike
172,2022-05-05 17:26:32,12,Halfhearted
173,2022-03-15 22:31:32,11,Regular
173,2022-03-20 12:12:27,14,Regular_achieverlike
173,2022-04-08 09:44:09,14,Regular_achieverlike
173,2022-04-11 18:18:27,14,Regular_achieverlike
173,2022-04-19 13:00:42,14,Regular_achieverlike
173,2022-04-26 19:31:44,14,Regular_achieverlike
173,2022-05-05 17:26:32,14,Regular_achieverlike
174,2022-03-15 22:31:32,11,Regular
174,2022-03-20 12:12:27,15,Regular_halfheartedlike
