user,07 3 2022,09 3 2022,10 3 2022,11 3 2022,12 3 2022,14 3 2022,15 3 2022,16 3 2022,17 3 2022,18 3 2022,19 3 2022,20 3 2022,21 3 2022,22 3 2022,23 3 2022,24 3 2022,25 3 2022,26 3 2022,27 3 2022,28 3 2022,29 3 2022,30 3 2022,31 3 2022,01 4 2022,02 4 2022,03 4 2022,04 4 2022,05 4 2022,06 4 2022,07 4 2022,08 4 2022,10 4 2022,11 4 2022,12 4 2022,13 4 2022,14 4 2022,15 4 2022,16 4 2022,17 4 2022,18 4 2022,19 4 2022,20 4 2022,21 4 2022,22 4 2022,23 4 2022,24 4 2022,25 4 2022,26 4 2022,27 4 2022,28 4 2022,29 4 2022,02 5 2022,04 5 2022,05 5 2022,06 5 2022,09 5 2022,11 5 2022,13 5 2022
123,500.0,625.0,625.0,750.0,750.0,900.0,1800.0,2110.0,2110.0,2510.0,2510.0,2510.0,2510.0,3110.0,3260.0,3260.0,3320.0,3730.0,3730.0,3730.0,4755.0,4955.0,4955.0,5355.0,5355.0,5355.0,5355.0,6180.0,6390.0,6390.0,6790.0,6790.0,7190.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,8290.0,8440.0,8565.0,8625.0,9035.0,9035.0,9035.0,9185.0,9185.0,11845.0,11845.0,11845.0,11845.0,11845.0,11845.0,11845.0,11845.0,11845.0
124,500.0,625.0,625.0,750.0,750.0,900.0,1700.0,2010.0,2010.0,2280.0,2280.0,2280.0,2280.0,2980.0,3130.0,3130.0,3190.0,3590.0,3590.0,3590.0,4390.0,4540.0,4540.0,4940.0,4940.0,4940.0,4940.0,4940.0,4940.0,4940.0,5390.0,5390.0,5390.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,6215.0,7415.0,7415.0,7415.0,7415.0,7415.0,7415.0,7415.0,7415.0,7415.0,7415.0,7415.0
125,500.0,625.0,625.0,750.0,750.0,1300.0,2050.0,2060.0,2460.0,3320.0,3720.0,3720.0,3730.0,4880.0,4880.0,5065.0,5065.0,5065.0,5075.0,5410.0,7110.0,7910.0,8470.0,10700.0,10750.0,10750.0,11175.0,13075.0,13225.0,13625.0,13775.0,13775.0,13775.0,14425.0,14425.0,14425.0,14425.0,14425.0,14425.0,14425.0,15275.0,15425.0,15425.0,15725.0,15725.0,15725.0,15725.0,15875.0,15875.0,15875.0,15875.0,15875.0,16025.0,16025.0,17025.0,17025.0,17025.0,17025.0
126,500.0,625.0,625.0,750.0,750.0,1300.0,2017.0,2027.0,2027.0,2487.0,2487.0,2487.0,2487.0,3270.0,3270.0,3765.0,3765.0,3765.0,3765.0,4100.0,4825.0,4825.0,5235.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0,5315.0
127,500.0,625.0,625.0,625.0,750.0,1050.0,2067.0,2067.0,2077.0,2077.0,2477.0,2477.0,2477.0,2944.0,2944.0,2944.0,2944.0,3344.0,3344.0,3344.0,4669.0,4669.0,4669.0,4969.0,4969.0,4969.0,4969.0,5919.0,5919.0,6719.0,7169.0,7169.0,7169.0,8069.0,8069.0,8069.0,8069.0,8069.0,8069.0,8069.0,9994.0,10144.0,10144.0,10554.0,10554.0,10554.0,10954.0,10954.0,10954.0,14264.0,14264.0,14264.0,14264.0,14264.0,14434.0,14434.0,14434.0,14434.0
128,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
129,500.0,625.0,625.0,625.0,750.0,900.0,1750.0,1750.0,1920.0,1920.0,2320.0,2320.0,2320.0,2670.0,2670.0,2670.0,2670.0,3140.0,3140.0,3140.0,4182.0,4182.0,4182.0,4582.0,4582.0,4582.0,4582.0,5292.0,5292.0,5292.0,5692.0,5692.0,5692.0,6392.0,6392.0,6392.0,6392.0,6392.0,6392.0,6392.0,7142.0,7292.0,7292.0,7762.0,7762.0,7762.0,7762.0,7992.0,8392.0,11802.0,11802.0,11802.0,11952.0,11952.0,12462.0,12462.0,12462.0,12462.0
130,500.0,625.0,625.0,750.0,750.0,900.0,1433.0,1743.0,1743.0,2143.0,2143.0,2143.0,2143.0,2543.0,3093.0,3093.0,3153.0,3563.0,3563.0,3563.0,3688.0,3838.0,3838.0,4238.0,4238.0,4238.0,4238.0,4738.0,4948.0,5348.0,5748.0,5748.0,6048.0,6848.0,6848.0,6848.0,6848.0,6848.0,6848.0,6848.0,7773.0,7923.0,7923.0,8393.0,8393.0,8393.0,8393.0,8393.0,8843.0,11323.0,12133.0,12133.0,12283.0,12283.0,12823.0,12823.0,12823.0,12823.0
131,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
132,500.0,625.0,625.0,750.0,750.0,900.0,1450.0,1760.0,1760.0,2160.0,2160.0,2160.0,2160.0,2560.0,2710.0,2810.0,2870.0,3280.0,3280.0,3680.0,4755.0,4905.0,4905.0,5305.0,5305.0,5305.0,5305.0,6340.0,6550.0,6600.0,7400.0,7400.0,7400.0,8300.0,8300.0,8300.0,8300.0,8300.0,8300.0,8300.0,9000.0,9150.0,9150.0,9550.0,9550.0,9550.0,9550.0,9700.0,10100.0,12500.0,12500.0,12500.0,12650.0,12650.0,12650.0,12650.0,13220.0,13220.0
133,500.0,625.0,625.0,750.0,750.0,1300.0,1933.0,2243.0,2243.0,2643.0,2643.0,2643.0,3043.0,3743.0,3903.0,3903.0,3963.0,4673.0,4673.0,4683.0,6508.0,6708.0,6708.0,7108.0,7108.0,7108.0,7108.0,7933.0,8543.0,8543.0,9083.0,9083.0,9883.0,10783.0,10783.0,10783.0,10783.0,10783.0,10783.0,11583.0,11833.0,11983.0,11983.0,12383.0,12383.0,12383.0,12383.0,12383.0,12383.0,14783.0,14783.0,14783.0,14783.0,14783.0,15403.0,15403.0,15403.0,15403.0
134,500.0,625.0,625.0,625.0,625.0,775.0,1325.0,2025.0,2025.0,2360.0,2360.0,2360.0,2360.0,2927.0,3077.0,3077.0,3137.0,3537.0,3537.0,3937.0,4062.0,4272.0,4272.0,4672.0,4672.0,4672.0,4672.0,5472.0,5672.0,5672.0,6072.0,6072.0,6072.0,6597.0,6597.0,6597.0,6597.0,6597.0,6597.0,6597.0,7147.0,7297.0,7297.0,7367.0,7767.0,7767.0,8167.0,8167.0,8167.0,11742.0,11742.0,11742.0,11742.0,11742.0,11742.0,11742.0,11742.0,11742.0
135,500.0,625.0,625.0,625.0,750.0,750.0,2250.0,2250.0,2420.0,2420.0,2820.0,2820.0,2820.0,4070.0,4070.0,4380.0,4530.0,5000.0,5000.0,5400.0,7275.0,7275.0,7275.0,7685.0,7685.0,7685.0,7995.0,9055.0,9055.0,9055.0,9455.0,9455.0,9855.0,11550.0,11550.0,11550.0,11550.0,11550.0,11550.0,12750.0,14550.0,14700.0,14700.0,15100.0,15100.0,15100.0,15100.0,16450.0,16450.0,19210.0,19210.0,19210.0,19360.0,19360.0,20250.0,20250.0,20250.0,20250.0
136,500.0,625.0,625.0,625.0,750.0,1450.0,2200.0,2220.0,2220.0,2220.0,2620.0,2620.0,3020.0,4120.0,4430.0,4955.0,4955.0,5425.0,5425.0,5435.0,6635.0,7535.0,7535.0,7835.0,7835.0,7835.0,8145.0,9100.0,9100.0,9100.0,9500.0,9500.0,9900.0,10800.0,10800.0,10800.0,10800.0,10800.0,10800.0,12400.0,13250.0,13400.0,13400.0,13800.0,13800.0,13800.0,13800.0,14900.0,14900.0,17300.0,18500.0,18500.0,18650.0,18650.0,19550.0,19550.0,19550.0,19550.0
137,500.0,625.0,625.0,625.0,750.0,1450.0,2200.0,2620.0,2620.0,2620.0,3420.0,3420.0,3820.0,4670.0,4980.0,5105.0,5105.0,5975.0,5975.0,5985.0,7035.0,8085.0,8085.0,8385.0,8385.0,9400.0,10200.0,10850.0,11650.0,11650.0,12450.0,12450.0,12450.0,12950.0,12950.0,12950.0,12950.0,12950.0,12950.0,12950.0,14400.0,14550.0,14550.0,14950.0,14950.0,14950.0,15100.0,15250.0,15250.0,17650.0,17650.0,17650.0,17800.0,17850.0,18850.0,18850.0,18850.0,18850.0
138,500.0,625.0,1025.0,1025.0,1150.0,1700.0,2717.0,2717.0,2727.0,2877.0,3277.0,3277.0,3677.0,4504.0,4504.0,5379.0,5379.0,5849.0,5849.0,6909.0,7759.0,7759.0,8309.0,8709.0,9659.0,9669.0,9669.0,11484.0,11884.0,11884.0,14184.0,14184.0,14184.0,15084.0,15084.0,15084.0,15084.0,15084.0,15084.0,15084.0,15984.0,16134.0,16284.0,16684.0,16684.0,16684.0,16684.0,16834.0,16834.0,19504.0,19504.0,19504.0,19654.0,19654.0,20654.0,20654.0,20654.0,20654.0
139,500.0,625.0,625.0,625.0,625.0,625.0,1550.0,1550.0,1550.0,1560.0,1560.0,1560.0,1560.0,2443.0,2443.0,2868.0,2868.0,3328.0,3328.0,3728.0,5228.0,5228.0,5228.0,5228.0,5228.0,5228.0,5228.0,5803.0,5803.0,5803.0,6073.0,6073.0,6073.0,6573.0,7523.0,7523.0,7523.0,7523.0,7523.0,8723.0,9373.0,9773.0,9773.0,9923.0,10323.0,10323.0,10323.0,10323.0,10323.0,12618.0,12618.0,12618.0,12618.0,12618.0,13258.0,13408.0,13408.0,13408.0
140,500.0,625.0,625.0,750.0,750.0,750.0,900.0,900.0,910.0,1330.0,1330.0,1330.0,1730.0,2347.0,2347.0,2347.0,2347.0,2347.0,2357.0,3532.0,4332.0,4332.0,4332.0,4722.0,4722.0,4722.0,5022.0,5882.0,6432.0,6882.0,6882.0,6882.0,6882.0,7707.0,7707.0,7707.0,7707.0,7707.0,7707.0,7707.0,8407.0,8557.0,8557.0,8907.0,8907.0,8907.0,9307.0,9307.0,9307.0,12487.0,12537.0,12537.0,12537.0,12537.0,12537.0,12537.0,12537.0,12537.0
141,500.0,625.0,625.0,625.0,750.0,750.0,1300.0,1310.0,1310.0,1460.0,1860.0,1860.0,1860.0,2543.0,2543.0,2543.0,2543.0,3013.0,3013.0,3013.0,3988.0,3988.0,3988.0,4388.0,4388.0,4388.0,4388.0,5165.0,5165.0,5165.0,5565.0,5565.0,5565.0,6165.0,6165.0,6165.0,6165.0,6165.0,6165.0,6165.0,7040.0,7190.0,7190.0,7600.0,7600.0,7600.0,7600.0,7830.0,7830.0,10900.0,10900.0,10900.0,10900.0,10900.0,11210.0,11210.0,11210.0,11210.0
142,500.0,625.0,625.0,625.0,750.0,900.0,1850.0,2260.0,2420.0,2420.0,2820.0,2820.0,2820.0,3780.0,5030.0,5030.0,5030.0,5500.0,5500.0,5500.0,6450.0,6450.0,6450.0,6850.0,6850.0,6850.0,6850.0,7685.0,7685.0,7685.0,8085.0,8085.0,8085.0,9285.0,9285.0,9285.0,9285.0,9285.0,9285.0,9285.0,10185.0,10335.0,10335.0,10800.0,10800.0,10800.0,10800.0,12300.0,12300.0,16260.0,16260.0,16260.0,16410.0,16410.0,17250.0,17250.0,17250.0,17250.0
143,500.0,625.0,625.0,750.0,750.0,900.0,1517.0,1517.0,1527.0,1987.0,1987.0,1987.0,1987.0,2504.0,2504.0,2564.0,2564.0,2564.0,2564.0,2899.0,3549.0,3549.0,3674.0,3754.0,3754.0,3754.0,3754.0,4654.0,5204.0,5604.0,5604.0,5604.0,5604.0,6529.0,6529.0,6529.0,6529.0,6529.0,6529.0,6529.0,7129.0,7279.0,7279.0,7579.0,7579.0,7579.0,8379.0,9339.0,9339.0,10139.0,10139.0,10139.0,10139.0,10139.0,10349.0,10349.0,10349.0,10349.0
144,500.0,625.0,625.0,750.0,750.0,750.0,1717.0,1727.0,1727.0,2147.0,2147.0,2147.0,2157.0,2807.0,3107.0,3442.0,3442.0,3442.0,3442.0,3817.0,4717.0,4717.0,4717.0,5107.0,5107.0,5107.0,5107.0,6302.0,6852.0,7252.0,7252.0,7252.0,7652.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,9002.0,9152.0,9152.0,9552.0,9552.0,9552.0,9552.0,9702.0,9702.0,11982.0,11982.0,11982.0,12132.0,12132.0,12952.0,12952.0,12952.0,12952.0
145,500.0,625.0,625.0,750.0,750.0,900.0,1900.0,1920.0,1920.0,2720.0,2720.0,2720.0,2720.0,3503.0,3903.0,3963.0,3963.0,3963.0,3963.0,4673.0,5523.0,5523.0,5523.0,5913.0,5913.0,5913.0,5913.0,6763.0,7313.0,7838.0,7838.0,7838.0,7838.0,8738.0,8738.0,8738.0,8738.0,8738.0,8738.0,8738.0,9388.0,10638.0,10638.0,11438.0,11438.0,11438.0,11438.0,12373.0,12373.0,12373.0,12373.0,12373.0,12523.0,12523.0,12983.0,12983.0,12983.0,12983.0
146,500.0,625.0,625.0,750.0,750.0,1300.0,2233.0,2233.0,2253.0,2673.0,2673.0,2673.0,2673.0,3756.0,3756.0,4241.0,4241.0,4241.0,4241.0,4616.0,5616.0,6016.0,6016.0,7306.0,7306.0,7306.0,7306.0,8081.0,8401.0,8801.0,8801.0,8801.0,8801.0,9451.0,9451.0,9451.0,9451.0,9451.0,10251.0,10251.0,10951.0,11101.0,11101.0,11501.0,11501.0,12051.0,12051.0,12851.0,12851.0,16331.0,16331.0,16331.0,16331.0,16331.0,16831.0,16831.0,16831.0,16831.0
147,500.0,625.0,625.0,750.0,750.0,1300.0,2350.0,2920.0,2920.0,3230.0,3230.0,3230.0,3230.0,4480.0,4480.0,4975.0,4975.0,4975.0,4975.0,6510.0,8020.0,8020.0,8020.0,8120.0,8120.0,8120.0,9330.0,10845.0,10995.0,11385.0,11385.0,11385.0,11385.0,11985.0,11985.0,11985.0,11985.0,11985.0,11985.0,11985.0,13735.0,13885.0,14785.0,15135.0,15135.0,15135.0,15135.0,15135.0,15135.0,17820.0,17820.0,17820.0,17970.0,17970.0,17970.0,17970.0,17970.0,17970.0
148,500.0,625.0,625.0,750.0,750.0,900.0,1750.0,2060.0,2070.0,2870.0,2870.0,3270.0,3270.0,4203.0,4353.0,4778.0,4838.0,6048.0,6048.0,6098.0,7148.0,7608.0,8008.0,8558.0,8558.0,8558.0,9333.0,10183.0,10333.0,10333.0,10883.0,10883.0,10883.0,11783.0,11783.0,12583.0,12583.0,12583.0,12583.0,12733.0,13933.0,14083.0,14083.0,14083.0,14483.0,14883.0,14883.0,15833.0,16633.0,19273.0,20073.0,20073.0,20223.0,20223.0,21223.0,21223.0,21223.0,21223.0
149,500.0,625.0,625.0,750.0,750.0,900.0,2017.0,2187.0,2587.0,3297.0,3297.0,3297.0,3297.0,4790.0,4790.0,4975.0,4975.0,5125.0,5125.0,5860.0,6970.0,6970.0,7520.0,7620.0,7620.0,7930.0,8845.0,9445.0,9595.0,9985.0,10785.0,10785.0,10935.0,12135.0,12135.0,12135.0,12135.0,12135.0,12135.0,12935.0,13435.0,13585.0,14485.0,14835.0,14835.0,14835.0,14835.0,14985.0,14985.0,17670.0,17670.0,17670.0,17820.0,17820.0,18820.0,18820.0,18820.0,18820.0
150,500.0,625.0,625.0,750.0,750.0,900.0,1725.0,2145.0,2145.0,3305.0,3305.0,3305.0,3305.0,4732.0,5282.0,5467.0,5467.0,5467.0,5467.0,5867.0,8177.0,8327.0,8477.0,9567.0,9717.0,9892.0,9892.0,10592.0,10742.0,11142.0,11142.0,11142.0,11942.0,13242.0,13242.0,14042.0,14042.0,14042.0,14042.0,14042.0,15042.0,15842.0,15992.0,16392.0,16392.0,16392.0,16392.0,16542.0,16542.0,18912.0,18912.0,18912.0,19062.0,19062.0,20062.0,20062.0,20062.0,20062.0
151,500.0,625.0,625.0,750.0,750.0,900.0,1525.0,1835.0,1835.0,2115.0,2115.0,2115.0,2115.0,2648.0,3108.0,3233.0,3293.0,3693.0,3693.0,3693.0,4303.0,4453.0,4763.0,5163.0,5163.0,5163.0,5163.0,6178.0,6328.0,6328.0,6728.0,6728.0,6728.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7778.0,7928.0,7928.0,7928.0,8328.0,8328.0,8328.0,8478.0,8478.0,10863.0,10863.0,10863.0,10863.0,10863.0,10863.0,10863.0,10863.0,10863.0
152,500.0,625.0,625.0,688.0,688.0,838.0,1905.0,2715.0,2715.0,3515.0,3515.0,3515.0,3515.0,4875.0,4875.0,5370.0,5370.0,5370.0,5370.0,5770.0,6780.0,6780.0,6780.0,7170.0,7170.0,7170.0,7170.0,8395.0,8945.0,9345.0,10145.0,10145.0,11895.0,14045.0,14045.0,14045.0,14045.0,14045.0,14045.0,14045.0,14795.0,14945.0,14945.0,15345.0,15345.0,15345.0,15345.0,15495.0,15495.0,15495.0,15495.0,15495.0,15495.0,15495.0,16495.0,16495.0,16495.0,16495.0
153,500.0,625.0,625.0,750.0,750.0,1300.0,2300.0,2720.0,2720.0,3080.0,3080.0,3080.0,3080.0,4047.0,4757.0,4942.0,4942.0,4942.0,4942.0,5902.0,8002.0,8002.0,8002.0,9092.0,9242.0,9242.0,9242.0,10367.0,10917.0,12117.0,12267.0,12267.0,12267.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,15667.0,15817.0,15817.0,16217.0,16317.0,16317.0,16317.0,16467.0,16467.0,18837.0,18837.0,18837.0,18987.0,18987.0,19987.0,19987.0,19987.0,19987.0
154,500.0,625.0,625.0,750.0,750.0,1300.0,2600.0,2620.0,2620.0,3420.0,3820.0,3820.0,3820.0,5120.0,5430.0,5615.0,5615.0,5615.0,5615.0,6025.0,6902.0,6902.0,6902.0,7292.0,7292.0,7292.0,7292.0,8407.0,8557.0,8957.0,8957.0,8957.0,9357.0,11057.0,11057.0,11057.0,11057.0,11057.0,11057.0,11857.0,14207.0,14357.0,14357.0,14757.0,14757.0,14757.0,14757.0,14907.0,14907.0,14907.0,14907.0,14907.0,14907.0,14907.0,15907.0,15907.0,15907.0,15907.0
155,500.0,625.0,625.0,750.0,750.0,750.0,1750.0,2060.0,2060.0,2470.0,2470.0,2470.0,2470.0,3170.0,3320.0,3320.0,3380.0,4090.0,4090.0,4490.0,5540.0,5740.0,5840.0,6250.0,6250.0,6250.0,6650.0,7575.0,8185.0,8185.0,8625.0,8625.0,8625.0,10125.0,10125.0,10125.0,10125.0,10125.0,10125.0,10125.0,10925.0,11075.0,11075.0,11475.0,11475.0,11475.0,11475.0,11625.0,11625.0,14025.0,14025.0,14025.0,14175.0,14175.0,14835.0,14835.0,14835.0,14835.0
156,500.0,625.0,625.0,750.0,750.0,750.0,1225.0,1535.0,1935.0,2345.0,2345.0,2345.0,2345.0,2545.0,3095.0,3095.0,3095.0,3505.0,3505.0,3805.0,5105.0,5315.0,5315.0,5715.0,5715.0,5715.0,6615.0,6965.0,7125.0,7125.0,7575.0,7575.0,7575.0,8025.0,8025.0,8025.0,8025.0,8025.0,8025.0,8025.0,8725.0,8875.0,8875.0,8875.0,9285.0,9285.0,9285.0,10135.0,10135.0,12855.0,12855.0,12855.0,12855.0,12855.0,12855.0,12855.0,12855.0,12855.0
157,500.0,625.0,625.0,625.0,625.0,1025.0,1442.0,1602.0,1602.0,2402.0,2402.0,2402.0,2802.0,3169.0,4439.0,4439.0,4439.0,4839.0,4839.0,4839.0,5741.0,5941.0,5941.0,6361.0,6361.0,6361.0,6361.0,7211.0,8061.0,8461.0,9926.0,9926.0,11676.0,12676.0,13476.0,13476.0,13476.0,13476.0,13476.0,13476.0,14226.0,14726.0,14726.0,14726.0,15126.0,15126.0,15126.0,15126.0,15126.0,15126.0,15126.0,15126.0,15126.0,15126.0,15916.0,15916.0,15916.0,15916.0
158,500.0,625.0,625.0,625.0,625.0,1175.0,2000.0,2010.0,2420.0,2780.0,3180.0,3180.0,3180.0,3880.0,4190.0,4590.0,4590.0,4740.0,4740.0,5690.0,6850.0,6850.0,7035.0,8375.0,8375.0,8375.0,8600.0,10300.0,10450.0,10850.0,11000.0,11000.0,11400.0,13050.0,13450.0,13450.0,13450.0,13450.0,13450.0,13450.0,15200.0,15350.0,15350.0,15750.0,15750.0,15750.0,15750.0,16400.0,16550.0,18920.0,18920.0,18920.0,19070.0,19070.0,20070.0,20070.0,20070.0,20070.0
159,500.0,625.0,625.0,750.0,750.0,750.0,1450.0,1760.0,1760.0,1760.0,2160.0,2160.0,2160.0,2560.0,2710.0,3560.0,3560.0,3970.0,3970.0,3970.0,4770.0,4970.0,5770.0,6170.0,6170.0,6170.0,6170.0,6887.0,7037.0,7037.0,7912.0,7912.0,8812.0,9522.0,9522.0,9522.0,9522.0,9522.0,9522.0,9522.0,9522.0,9672.0,9672.0,10917.0,10917.0,10917.0,10917.0,11067.0,11067.0,13707.0,13707.0,13707.0,13707.0,13707.0,14197.0,14197.0,14197.0,14197.0
